overall_rougeL_fmeasure,overall_rouge1_fmeasure,overall_rouge2_fmeasure,overall_bleu_score,overall_chexpert_micro_f1,overall_chexpert_micro_precision,overall_chexpert_micro_recall,overall_icd_micro_f1,overall_icd_micro_precision,overall_icd_micro_recall,stageA_rougeL_fmeasure,stageA_rouge1_fmeasure,stageA_rouge2_fmeasure,stageA_bleu_score,stageA_chexpert_micro_f1,stageA_chexpert_micro_precision,stageA_chexpert_micro_recall,stageB_rougeL_fmeasure,stageB_rouge1_fmeasure,stageB_rouge2_fmeasure,stageB_bleu_score,stageB_chexpert_micro_f1,stageB_chexpert_micro_precision,stageB_chexpert_micro_recall,stageB_icd_micro_f1,stageB_icd_micro_precision,stageB_icd_micro_recall
0.23709273182957394,0.3072681704260652,0.11515151515151517,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.12121212121212123,0.0,1.0,1.0,1.0,0.2456140350877193,0.3859649122807018,0.1090909090909091,0.0,1.0,1.0,1.0,0.0,0.0,0.0
